datetime,generation_mw,demand_mw,load_shedding,gas,liquid_fuel,coal,hydro,solar,wind,india_bheramara_hvdc,india_tripura,india_adani,nepal,remarks
2016-01-07 21:59:59,5078,5078,0,4154,328,85,46,nan,nan,465,0,nan,nan,
2016-01-07 21:00:00,5572,5572,0,4099,879,88,40,nan,nan,466,0,nan,nan,
2016-01-07 20:00:00,6265,6265,0,4117,1547,90,46,nan,nan,465,0,nan,nan,
2016-01-07 18:59:59,6547,6547,0,4007,1950,85,40,nan,nan,465,0,nan,nan,
2016-01-07 18:30:00,6638,6638,0,4020,2028,85,40,nan,nan,465,0,nan,nan,
2016-01-07 18:00:00,6754,6754,0,3993,2173,77,46,nan,nan,465,0,nan,nan,Evening_Peak
2016-01-07 17:29:59,6736,6736,0,4048,2099,78,46,nan,nan,465,0,nan,nan,
2016-01-07 17:00:00,6504,6504,0,3896,2019,78,46,nan,nan,465,0,nan,nan,
2016-01-07 15:59:59,5313,5313,0,3794,931,77,46,nan,nan,465,0,nan,nan,
2016-01-07 15:00:00,4969,4969,0,3732,659,77,35,nan,nan,466,0,nan,nan,
2016-01-07 14:00:00,4919,4919,0,3723,605,78,46,nan,nan,467,0,nan,nan,
2016-01-07 12:59:59,4767,4767,0,3580,598,78,46,nan,nan,465,0,nan,nan,
2016-01-07 12:00:00,5026,5026,0,3803,632,80,46,nan,nan,465,0,nan,nan,
2016-01-07 11:00:00,5072,5072,0,3811,666,80,50,nan,nan,465,0,nan,nan,Day_Peak
2016-01-07 09:59:59,4985,4985,0,3763,636,79,42,nan,nan,465,0,nan,nan,
2016-01-07 09:00:00,4942,4942,0,3835,659,78,46,nan,nan,324,0,nan,nan,
2016-01-07 08:00:00,4894,4894,0,3800,695,80,46,nan,nan,273,0,nan,nan,
2016-01-07 06:59:59,4705,4705,0,3896,410,80,46,nan,nan,273,0,nan,nan,
2016-01-07 06:00:00,4340,4340,0,3720,227,78,42,nan,nan,273,0,nan,nan,
2016-01-07 05:00:00,3881,3881,0,3342,146,79,42,nan,nan,272,0,nan,nan,
2016-01-07 03:59:59,3649,3649,0,3134,123,87,32,nan,nan,273,0,nan,nan,
2016-01-07 03:00:00,3674,3674,0,3172,110,87,32,nan,nan,273,0,nan,nan,
2016-01-07 02:00:00,3767,3767,0,3251,132,79,32,nan,nan,273,0,nan,nan,
2016-01-07 00:59:59,3890,3890,0,3366,140,79,32,nan,nan,273,0,nan,nan,
2016-01-07 00:00:00,4108,4108,0,3579,141,87,30,nan,nan,271,0,nan,nan,
2016-01-08 23:00:00,4376,4376,0,3792,112,84,40,nan,nan,348,0,nan,nan,
2016-01-08 21:59:59,4783,4783,0,4023,177,84,40,nan,nan,459,0,nan,nan,
2016-01-08 21:00:00,5254,5254,0,4305,359,85,46,nan,nan,459,0,nan,nan,
2016-01-08 20:00:00,5832,5832,0,4495,746,85,46,nan,nan,459,0,nan,nan,
2016-01-08 18:59:59,6152,6152,0,4486,1080,81,46,nan,nan,459,0,nan,nan,
2016-01-08 18:30:00,6157,6157,0,4457,1113,82,46,nan,nan,459,0,nan,nan,Evening_Peak
2016-01-08 18:00:00,6113,6113,0,4448,1079,81,46,nan,nan,459,0,nan,nan,
2016-01-08 17:29:59,6054,6054,0,4372,1089,82,46,nan,nan,465,0,nan,nan,
2016-01-08 17:00:00,5834,5834,0,4283,958,82,46,nan,nan,465,0,nan,nan,
2016-01-08 15:59:59,4381,4381,0,3465,329,82,40,nan,nan,465,0,nan,nan,
2016-01-08 15:00:00,3905,3905,0,3300,177,83,40,nan,nan,305,0,nan,nan,
2016-01-08 14:00:00,3921,3921,0,3327,200,84,40,nan,nan,270,0,nan,nan,
2016-01-08 12:59:59,3896,3896,0,3327,185,86,28,nan,nan,270,0,nan,nan,
2016-01-08 12:00:00,4218,4218,0,3617,205,86,40,nan,nan,270,0,nan,nan,
2016-01-08 11:00:00,4282,4282,0,3663,224,85,40,nan,nan,270,0,nan,nan,
2016-01-08 09:59:59,4145,4145,0,3547,214,74,40,nan,nan,270,0,nan,nan,
2016-01-08 09:00:00,4270,4270,0,3446,435,87,32,nan,nan,270,0,nan,nan,
2016-01-08 08:00:00,4370,4370,0,3451,524,87,36,nan,nan,272,0,nan,nan,
2016-01-08 06:59:59,4302,4302,0,3376,532,86,76,nan,nan,272,0,nan,nan,
2016-01-08 06:00:00,4056,4056,0,3172,490,86,36,nan,nan,272,0,nan,nan,
2016-01-08 05:00:00,3976,3976,0,3433,149,86,36,nan,nan,272,0,nan,nan,
2016-01-08 03:59:59,3785,3785,0,3285,106,86,36,nan,nan,272,0,nan,nan,
2016-01-08 03:00:00,3779,3779,0,3279,106,86,36,nan,nan,272,0,nan,nan,
2016-01-08 02:00:00,3888,3888,0,3387,106,83,40,nan,nan,272,0,nan,nan,
2016-01-08 00:59:59,4005,4005,0,3504,106,83,40,nan,nan,272,0,nan,nan,
2016-01-08 00:00:00,4223,4223,0,3682,146,83,40,nan,nan,272,0,nan,nan,
2016-01-09 23:00:00,4767,4767,0,4139,112,90,44,nan,nan,382,0,nan,nan,
2016-01-09 21:59:59,5150,5150,0,4354,198,90,46,nan,nan,462,0,nan,nan,
2016-01-09 21:00:00,5692,5692,0,4412,681,91,46,nan,nan,462,0,nan,nan,
2016-01-09 20:00:00,6436,6436,0,4509,1328,91,46,nan,nan,462,0,nan,nan,
2016-01-09 18:59:59,6634,6634,0,4363,1673,90,46,nan,nan,462,0,nan,nan,
2016-01-09 18:30:00,6775,6775,0,4424,1753,90,46,nan,nan,462,0,nan,nan,
2016-01-09 18:00:00,6731,6731,0,4383,1753,87,46,nan,nan,462,0,nan,nan,
2016-01-09 17:29:59,6676,6676,0,4310,1769,89,46,nan,nan,462,0,nan,nan,
2016-01-09 17:00:00,6441,6441,0,4186,1661,86,46,nan,nan,462,0,nan,nan,
2016-01-09 15:59:59,5133,5133,0,3876,664,85,46,nan,nan,462,0,nan,nan,
2016-01-09 15:00:00,4640,4640,0,3803,374,85,46,nan,nan,332,0,nan,nan,
2016-01-09 14:00:00,4676,4676,0,3921,373,84,30,nan,nan,268,0,nan,nan,
2016-01-09 12:59:59,4576,4576,0,3822,373,84,30,nan,nan,267,0,nan,nan,
2016-01-09 12:00:00,4728,4728,0,3927,408,86,40,nan,nan,267,0,nan,nan,
2016-01-09 11:00:00,4749,4749,0,3995,361,87,40,nan,nan,266,0,nan,nan,
2016-01-09 09:59:59,4602,4602,0,3832,387,86,30,nan,nan,267,0,nan,nan,
2016-01-09 09:00:00,4677,4677,0,3770,524,86,30,nan,nan,267,0,nan,nan,
2016-01-09 08:00:00,4792,4792,0,3881,527,87,30,nan,nan,267,0,nan,nan,Day_Peak
2016-01-09 06:59:59,4690,4690,0,3991,305,87,40,nan,nan,267,0,nan,nan,
2016-01-09 06:00:00,4090,4090,0,3579,112,86,44,nan,nan,269,0,nan,nan,
2016-01-09 05:00:00,3759,3759,0,3177,172,83,40,nan,nan,274,0,nan,nan,
2016-01-09 03:59:59,3512,3512,0,2977,142,84,35,nan,nan,274,0,nan,nan,
2016-01-09 03:00:00,3545,3545,0,3039,112,85,35,nan,nan,274,0,nan,nan,
2016-01-09 02:00:00,3624,3624,0,3118,112,86,34,nan,nan,274,0,nan,nan,
2016-01-09 00:59:59,3843,3843,0,3307,142,85,35,nan,nan,274,0,nan,nan,
2016-01-09 00:00:00,3968,3968,0,3462,112,85,35,nan,nan,274,0,nan,nan,
2016-01-10 23:00:00,4643,4643,0,4009,142,88,35,nan,nan,369,0,nan,nan,
2016-01-10 21:59:59,5107,5107,0,4365,143,86,46,nan,nan,467,0,nan,nan,
2016-01-10 21:00:00,5555,5555,0,4486,469,87,46,nan,nan,467,0,nan,nan,
2016-01-10 20:00:00,6090,6090,0,4499,990,88,46,nan,nan,467,0,nan,nan,
2016-01-10 18:59:59,6550,6550,0,4473,1486,89,35,nan,nan,467,0,nan,nan,
2016-01-10 18:30:00,6614,6614,0,4481,1541,90,35,nan,nan,467,0,nan,nan,
2016-01-10 18:00:00,6568,6568,0,4480,1496,90,35,nan,nan,467,0,nan,nan,
2016-01-10 17:29:59,6635,6635,0,4438,1604,91,35,nan,nan,467,0,nan,nan,Evening_Peak
2016-01-10 17:00:00,6351,6351,0,4253,1506,90,35,nan,nan,467,0,nan,nan,
2016-01-10 15:59:59,5042,5042,0,3826,626,88,35,nan,nan,467,0,nan,nan,
2016-01-10 15:00:00,4640,4640,0,3626,423,89,35,nan,nan,467,0,nan,nan,
2016-01-10 14:00:00,4691,4691,0,3691,410,88,35,nan,nan,467,0,nan,nan,
2016-01-10 12:59:59,4619,4619,0,3590,440,87,35,nan,nan,467,0,nan,nan,
2016-01-10 12:00:00,4857,4857,0,3758,506,86,40,nan,nan,467,0,nan,nan,
2016-01-10 11:00:00,4873,4873,0,3824,451,91,40,nan,nan,467,0,nan,nan,
2016-01-10 09:59:59,4707,4707,0,3637,472,91,40,nan,nan,467,0,nan,nan,
2016-01-10 09:00:00,4785,4785,0,3800,501,92,40,nan,nan,352,0,nan,nan,
2016-01-10 08:00:00,4910,4910,0,4078,422,91,46,nan,nan,273,0,nan,nan,Day_Peak
2016-01-10 06:59:59,4711,4711,0,4062,243,93,40,nan,nan,273,0,nan,nan,
2016-01-10 06:00:00,4392,4392,0,3848,140,92,46,nan,nan,266,0,nan,nan,
2016-01-10 05:00:00,4085,4085,0,3539,142,90,46,nan,nan,266,0,nan,nan,
2016-01-10 03:59:59,3818,3818,0,3263,152,91,46,nan,nan,266,0,nan,nan,
2016-01-10 03:00:00,3786,3786,0,3222,162,90,46,nan,nan,266,0,nan,nan,
2016-01-10 02:00:00,3892,3892,0,3369,132,90,35,nan,nan,266,0,nan,nan,
2016-01-10 00:59:59,4053,4053,0,3510,152,90,35,nan,nan,266,0,nan,nan,
2016-01-10 00:00:00,4235,4235,0,3691,142,90,66,nan,nan,246,0,nan,nan,
2016-01-11 23:00:00,4753,4753,0,4011,217,87,40,nan,nan,398,0,nan,nan,
2016-01-11 21:59:59,5174,5174,0,4393,203,85,30,nan,nan,463,0,nan,nan,
2016-01-11 21:00:00,5653,5653,0,4418,644,86,42,nan,nan,463,0,nan,nan,
2016-01-11 20:00:00,6425,6425,0,4535,1307,74,46,nan,nan,463,0,nan,nan,
2016-01-11 18:59:59,6699,6699,0,4525,1575,90,46,nan,nan,463,0,nan,nan,
2016-01-11 18:30:00,6712,6712,0,4509,1605,89,46,nan,nan,463,0,nan,nan,
2016-01-11 18:00:00,6766,6766,0,4527,1641,89,46,nan,nan,463,0,nan,nan,Evening_Peak
2016-01-11 00:00:00,6736,6736,0,4514,1624,90,45,nan,nan,463,0,nan,nan,
2016-01-11 17:00:00,6472,6472,0,4385,1496,88,40,nan,nan,463,0,nan,nan,
2016-01-11 15:59:59,5189,5189,0,3877,720,88,42,nan,nan,462,0,nan,nan,
2016-01-11 15:00:00,4910,4910,0,3722,597,87,42,nan,nan,462,0,nan,nan,
2016-01-11 14:00:00,4890,4890,0,3729,565,88,46,nan,nan,462,0,nan,nan,
2016-01-11 12:59:59,4739,4739,0,3596,561,86,36,nan,nan,460,0,nan,nan,
2016-01-11 12:00:00,5071,5071,0,3780,700,87,42,nan,nan,462,0,nan,nan,
2016-01-11 11:00:00,5007,5007,0,3741,674,88,42,nan,nan,462,0,nan,nan,
2016-01-11 09:59:59,4970,4970,0,3722,667,88,32,nan,nan,461,0,nan,nan,
2016-01-11 09:00:00,4985,4985,0,3814,720,89,42,nan,nan,320,0,nan,nan,
2016-01-11 08:00:00,5037,5037,0,3937,701,89,42,nan,nan,268,0,nan,nan,Day_Peak
2016-01-11 06:59:59,4811,4811,0,3870,551,90,32,nan,nan,268,0,nan,nan,
2016-01-11 06:00:00,4340,4340,0,3651,287,90,44,nan,nan,268,0,nan,nan,
2016-01-11 05:00:00,4063,4063,0,3516,138,90,46,nan,nan,273,0,nan,nan,
2016-01-11 03:59:59,3702,3702,0,3187,118,89,35,nan,nan,273,0,nan,nan,
2016-01-11 03:00:00,3685,3685,0,3169,118,90,35,nan,nan,273,0,nan,nan,
2016-01-11 02:00:00,3827,3827,0,3312,118,89,35,nan,nan,273,0,nan,nan,
2016-01-11 00:59:59,3918,3918,0,3404,118,88,35,nan,nan,273,0,nan,nan,
2016-01-11 00:00:00,4147,4147,0,3633,118,88,35,nan,nan,273,0,nan,nan,
2016-01-12 23:00:00,4737,4737,0,4044,153,93,40,nan,nan,407,0,nan,nan,
2016-01-12 21:59:59,5116,5116,0,4318,210,92,36,nan,nan,460,0,nan,nan,
2016-01-12 21:00:00,5627,5627,0,4336,691,95,45,nan,nan,460,0,nan,nan,
2016-01-12 20:00:00,6433,6433,0,4464,1369,95,45,nan,nan,460,0,nan,nan,
2016-01-12 18:59:59,6669,6669,0,4333,1747,94,35,nan,nan,460,0,nan,nan,
2016-01-12 18:30:00,6744,6744,0,4328,1827,94,35,nan,nan,460,0,nan,nan,
2016-01-12 18:00:00,6778,6778,0,4355,1835,93,35,nan,nan,460,0,nan,nan,Evening_Peak
2016-01-12 17:29:59,6771,6771,0,4372,1801,92,46,nan,nan,460,0,nan,nan,
2016-01-12 17:00:00,6501,6501,0,4180,1723,92,46,nan,nan,460,0,nan,nan,
2016-01-12 15:59:59,5161,5161,0,3663,914,92,32,nan,nan,460,0,nan,nan,
2016-01-12 15:00:00,4884,4884,0,3710,578,91,45,nan,nan,460,0,nan,nan,
2016-01-12 14:00:00,4925,4925,0,3801,529,90,45,nan,nan,460,0,nan,nan,
2016-01-12 12:59:59,4864,4864,0,3849,431,92,32,nan,nan,460,0,nan,nan,
2016-01-12 12:00:00,5136,5136,0,4077,466,93,40,nan,nan,460,0,nan,nan,
2016-01-12 11:00:00,4853,4853,0,4130,440,90,32,nan,nan,461,0,nan,nan,
2016-01-12 09:59:59,5019,5019,0,4046,392,92,30,nan,nan,459,0,nan,nan,
2016-01-12 09:00:00,5134,5134,0,4211,475,92,30,nan,nan,326,0,nan,nan,Day_Peak
2016-01-12 08:00:00,5070,5070,0,4139,543,92,30,nan,nan,266,0,nan,nan,
2016-01-12 06:59:59,4887,4887,0,4080,418,91,32,nan,nan,266,0,nan,nan,
2016-01-12 06:00:00,4549,4549,0,3979,173,91,40,nan,nan,266,0,nan,nan,
2016-01-12 05:00:00,4074,4074,0,3528,141,93,46,nan,nan,266,0,nan,nan,
2016-01-12 03:59:59,3722,3722,0,3224,111,91,30,nan,nan,266,0,nan,nan,
2016-01-12 03:00:00,3751,3751,0,3223,141,91,30,nan,nan,266,0,nan,nan,
2016-01-12 02:00:00,3846,3846,0,3348,111,91,30,nan,nan,266,0,nan,nan,
2016-01-12 00:59:59,3962,3962,0,3465,111,90,30,nan,nan,266,0,nan,nan,
2016-01-12 00:00:00,4196,4196,0,3675,119,89,40,nan,nan,273,0,nan,nan,
2016-01-13 23:00:00,4782,4782,0,4122,173,94,44,nan,nan,349,0,nan,nan,
2016-01-13 21:59:59,5303,5303,0,4480,220,92,44,nan,nan,467,0,nan,nan,
2016-01-13 21:00:00,5679,5679,0,4648,435,93,35,nan,nan,468,0,nan,nan,
2016-01-13 20:00:00,6205,6205,0,4634,974,95,35,nan,nan,467,0,nan,nan,
2016-01-13 18:59:59,6742,6742,0,4651,1495,94,35,nan,nan,467,0,nan,nan,
2016-01-13 18:30:00,6829,6829,0,4611,1622,94,35,nan,nan,467,0,nan,nan,
2016-01-13 18:00:00,6883,6883,0,4587,1695,92,42,nan,nan,467,0,nan,nan,Evening_Peak
2016-01-13 17:29:59,6745,6745,0,4519,1626,91,42,nan,nan,467,0,nan,nan,
2016-01-13 17:00:00,6493,6493,0,4491,1406,88,42,nan,nan,466,0,nan,nan,
2016-01-13 15:59:59,5310,5310,0,4016,689,92,46,nan,nan,467,0,nan,nan,
2016-01-13 15:00:00,4935,4935,0,3872,470,91,35,nan,nan,467,0,nan,nan,
2016-01-13 14:00:00,5005,5005,0,3958,454,90,35,nan,nan,468,0,nan,nan,
2016-01-13 12:59:59,4991,4991,0,3940,458,90,36,nan,nan,467,0,nan,nan,
2016-01-13 12:00:00,5134,5134,0,4053,481,93,40,nan,nan,467,0,nan,nan,
2016-01-13 11:00:00,5082,5082,0,4073,417,93,32,nan,nan,467,0,nan,nan,
2016-01-13 09:59:59,5010,5010,0,4014,404,93,32,nan,nan,467,0,nan,nan,
2016-01-13 09:00:00,4960,4960,0,4089,455,93,32,nan,nan,291,0,nan,nan,
2016-01-13 08:00:00,5239,5239,0,4329,513,93,32,nan,nan,272,0,nan,nan,Day_Peak
2016-01-13 06:59:59,4993,4993,0,4250,332,93,46,nan,nan,272,0,nan,nan,
2016-01-13 06:00:00,4484,4484,0,3920,153,93,46,nan,nan,272,0,nan,nan,
2016-01-13 05:00:00,4140,4140,0,3528,203,95,42,nan,nan,272,0,nan,nan,
2016-01-13 03:59:59,3766,3766,0,3252,113,94,35,nan,nan,272,0,nan,nan,
2016-01-13 03:00:00,3778,3778,0,3253,123,95,35,nan,nan,272,0,nan,nan,
2016-01-13 02:00:00,3908,3908,0,3365,143,93,95,nan,nan,272,0,nan,nan,
2016-01-13 00:59:59,3979,3979,0,3436,143,93,35,nan,nan,272,0,nan,nan,
2016-01-13 00:00:00,4215,4215,0,3618,193,92,40,nan,nan,272,0,nan,nan,
2016-01-14 23:00:00,4986,4986,0,4153,313,89,46,nan,nan,385,0,nan,nan,
2016-01-14 21:59:59,5422,5422,0,4452,369,89,46,nan,nan,466,0,nan,nan,
2016-01-14 21:00:00,5821,5821,0,4520,713,76,46,nan,nan,466,0,nan,nan,
2016-01-14 20:00:00,6411,6411,0,4638,1185,76,46,nan,nan,466,0,nan,nan,
2016-01-14 18:59:59,6746,6746,0,4618,1540,75,46,nan,nan,467,0,nan,nan,
2016-01-14 18:30:00,6778,6778,0,4325,1565,75,46,nan,nan,467,0,nan,nan,
2016-01-14 18:00:00,6794,6794,0,4617,1588,76,46,nan,nan,467,0,nan,nan,
2016-01-14 17:29:59,6794,6794,0,4602,1625,75,25,nan,nan,467,0,nan,nan,
2016-01-14 17:00:00,6600,6600,0,4480,1532,75,46,nan,nan,467,0,nan,nan,
2016-01-14 15:59:59,5294,5294,0,3958,733,90,46,nan,nan,467,0,nan,nan,
2016-01-14 15:00:00,5250,5250,0,4023,624,90,46,nan,nan,467,0,nan,nan,
2016-01-14 14:00:00,5080,5080,0,4006,554,90,46,nan,nan,467,0,nan,nan,
2016-01-14 12:59:59,5080,5080,0,3935,556,87,35,nan,nan,467,0,nan,nan,
2016-01-14 12:00:00,5339,5339,0,4052,687,89,43,nan,nan,468,0,nan,nan,
2016-01-14 11:00:00,5386,5386,0,4102,686,91,40,nan,nan,467,0,nan,nan,Day_Peak
2016-01-14 09:59:59,5203,5203,0,3893,715,93,35,nan,nan,467,0,nan,nan,
2016-01-14 09:00:00,5234,5234,0,3988,804,94,45,nan,nan,303,0,nan,nan,
2016-01-14 08:00:00,5367,5367,0,4242,716,92,45,nan,nan,272,0,nan,nan,
2016-01-14 06:59:59,4868,4868,0,4030,438,93,35,nan,nan,272,0,nan,nan,
2016-01-14 06:00:00,4658,4658,0,3974,273,93,46,nan,nan,272,0,nan,nan,
2016-01-14 05:00:00,4193,4193,0,3602,182,93,44,nan,nan,272,0,nan,nan,
2016-01-14 03:59:59,3901,3901,0,3393,112,92,32,nan,nan,272,0,nan,nan,
2016-01-14 03:00:00,3869,3869,0,3337,132,93,35,nan,nan,272,0,nan,nan,
2016-01-14 02:00:00,3911,3911,0,3389,122,93,35,nan,nan,272,0,nan,nan,
2016-01-14 00:59:59,4117,4117,0,3614,102,94,35,nan,nan,272,0,nan,nan,
2016-01-14 00:00:00,4291,4291,0,3761,130,93,35,nan,nan,272,0,nan,nan,
2016-01-15 23:00:00,4520,4520,0,3829,142,94,35,nan,nan,420,0,nan,nan,
2016-01-15 21:59:59,4961,4961,0,4192,178,91,35,nan,nan,465,0,nan,nan,
2016-01-15 21:00:00,5406,5406,0,4216,602,93,30,nan,nan,465,0,nan,nan,
2016-01-15 20:00:00,6096,6096,0,4494,1013,89,35,nan,nan,465,0,nan,nan,
2016-01-15 18:59:59,6253,6253,0,4597,1054,91,46,nan,nan,465,0,nan,nan,
2016-01-15 18:30:00,6311,6311,0,4558,1151,91,46,nan,nan,465,0,nan,nan,Evening_Peak
2016-01-15 18:00:00,6288,6288,0,4452,1263,76,32,nan,nan,465,0,nan,nan,
2016-01-15 17:29:59,6238,6238,0,4265,1397,75,35,nan,nan,466,0,nan,nan,
2016-01-15 17:00:00,5950,5950,0,4055,1318,77,35,nan,nan,465,0,nan,nan,
2016-01-15 15:59:59,4372,4372,0,3291,502,79,35,nan,nan,465,0,nan,nan,
2016-01-15 15:00:00,4140,4140,0,3286,396,74,46,nan,nan,338,0,nan,nan,
2016-01-15 14:00:00,4145,4145,0,3352,413,73,35,nan,nan,272,0,nan,nan,
2016-01-15 12:59:59,4112,4112,0,3322,418,70,30,nan,nan,272,0,nan,nan,
2016-01-15 12:00:00,4502,4502,0,3573,542,69,46,nan,nan,272,0,nan,nan,
2016-01-15 06:59:59,4671,4671,0,3885,412,72,30,nan,nan,272,0,nan,nan,
2016-01-15 11:00:00,4595,4595,0,3564,658,71,30,nan,nan,272,0,nan,nan,Day_Peak
2016-01-15 09:59:59,4446,4446,0,3545,525,72,32,nan,nan,272,0,nan,nan,
2016-01-15 09:00:00,4477,4477,0,3730,461,71,30,nan,nan,272,0,nan,nan,
2016-01-15 08:00:00,4564,4564,0,3730,461,71,30,nan,nan,272,0,nan,nan,
2016-01-15 03:00:00,3894,3894,0,3298,193,88,43,nan,nan,272,0,nan,nan,
2016-01-15 06:00:00,4361,4361,0,3663,314,72,40,nan,nan,272,0,nan,nan,
2016-01-15 05:00:00,4167,4167,0,3633,153,71,38,nan,nan,272,0,nan,nan,
2016-01-15 03:59:59,3859,3859,0,3350,113,86,38,nan,nan,272,0,nan,nan,
2016-01-15 02:00:00,4045,4045,0,3520,122,89,42,nan,nan,272,0,nan,nan,
2016-01-15 00:59:59,4180,4180,0,3603,175,88,42,nan,nan,272,0,nan,nan,
2016-01-15 00:00:00,4517,4517,0,3930,180,89,46,nan,nan,272,0,nan,nan,
2016-01-16 23:00:00,4950,4950,0,4235,176,90,46,nan,nan,403,0,nan,nan,
2016-01-16 21:59:59,5226,5226,0,4155,485,89,32,nan,nan,465,0,nan,nan,
2016-01-16 21:00:00,5899,5899,0,4235,1062,90,46,nan,nan,466,0,nan,nan,
2016-01-16 20:00:00,6534,6534,0,4209,1729,91,40,nan,nan,465,0,nan,nan,
2016-01-16 18:59:59,6774,6774,0,4336,1840,93,40,nan,nan,465,0,nan,nan,
2016-01-16 18:30:00,6884,6884,0,4326,1905,92,96,nan,nan,465,0,nan,nan,Evening_Peak
2016-01-16 18:00:00,6844,6844,0,4347,1854,93,86,nan,nan,464,0,nan,nan,
2016-01-16 17:29:59,6828,6828,0,4685,1540,92,46,nan,nan,465,0,nan,nan,
2016-01-16 17:00:00,6420,6420,0,4429,1389,91,46,nan,nan,465,0,nan,nan,
2016-01-16 15:59:59,5229,5229,0,3837,808,90,32,nan,nan,462,0,nan,nan,
2016-01-16 15:00:00,4921,4921,0,3851,617,90,40,nan,nan,323,0,nan,nan,
2016-01-16 14:00:00,4784,4784,0,3756,634,90,32,nan,nan,272,0,nan,nan,
2016-01-16 12:59:59,4773,4773,0,3892,486,91,32,nan,nan,272,0,nan,nan,
2016-01-16 12:00:00,5052,5052,0,4165,491,92,32,nan,nan,272,0,nan,nan,
2016-01-16 11:00:00,4881,4881,0,4083,403,91,32,nan,nan,272,0,nan,nan,
2016-01-16 09:59:59,4836,4836,0,4063,377,92,32,nan,nan,272,0,nan,nan,
2016-01-16 09:00:00,4771,4771,0,4011,366,90,32,nan,nan,272,0,nan,nan,
2016-01-16 08:00:00,5062,5062,0,4317,339,92,42,nan,nan,272,0,nan,nan,
2016-01-16 06:59:59,4853,4853,0,4160,286,93,42,nan,nan,272,0,nan,nan,
2016-01-16 06:00:00,4331,4331,0,3750,174,93,42,nan,nan,272,0,nan,nan,
2016-01-16 05:00:00,3951,3951,0,3377,172,95,35,nan,nan,272,0,nan,nan,
2016-01-16 03:59:59,3493,3493,0,2981,112,93,35,nan,nan,272,0,nan,nan,
2016-01-16 03:00:00,3668,3668,0,3156,112,93,35,nan,nan,272,0,nan,nan,
2016-01-16 02:00:00,3793,3793,0,3243,152,91,35,nan,nan,272,0,nan,nan,
2016-01-16 00:59:59,3865,3865,0,3364,102,92,35,nan,nan,272,0,nan,nan,
2016-01-16 00:00:00,4136,4136,0,3624,112,92,36,nan,nan,272,0,nan,nan,
2016-01-17 23:00:00,4898,4898,0,4009,317,91,46,nan,nan,435,0,nan,nan,
2016-01-17 21:59:59,5169,5169,0,4146,422,90,46,nan,nan,465,0,nan,nan,
2016-01-17 21:00:00,5750,5750,0,4140,1009,90,46,nan,nan,465,0,nan,nan,
2016-01-17 20:00:00,6477,6477,0,4181,1693,92,46,nan,nan,465,0,nan,nan,
2016-01-17 18:59:59,6715,6715,0,4204,1870,90,86,nan,nan,465,0,nan,nan,
2016-01-17 00:00:00,6871,6871,0,4158,2088,88,72,nan,nan,465,0,nan,nan,
2016-01-17 18:00:00,6983,6983,0,4194,2114,88,122,nan,nan,465,0,nan,nan,
2016-01-17 17:29:59,6874,6874,0,4135,2068,90,116,nan,nan,465,0,nan,nan,
2016-01-17 17:00:00,6762,6762,0,4133,1997,91,76,nan,nan,465,0,nan,nan,
2016-01-17 15:59:59,5214,5214,0,3740,875,88,46,nan,nan,465,0,nan,nan,
2016-01-17 15:00:00,4979,4979,0,3636,751,87,40,nan,nan,465,0,nan,nan,
2016-01-17 14:00:00,4973,4973,0,3597,782,89,40,nan,nan,465,0,nan,nan,
2016-01-17 12:59:59,4906,4906,0,3538,781,86,36,nan,nan,465,0,nan,nan,
2016-01-17 12:00:00,5186,5186,0,3776,819,90,36,nan,nan,465,0,nan,nan,
2016-01-17 11:00:00,5200,5200,0,3863,756,89,36,nan,nan,465,0,nan,nan,Day_Peak
2016-01-17 09:59:59,5033,5033,0,3796,644,92,36,nan,nan,465,0,nan,nan,
2016-01-17 09:00:00,5072,5072,0,3885,790,94,33,nan,nan,270,0,nan,nan,
2016-01-17 08:00:00,5167,5167,0,3978,793,86,40,nan,nan,270,0,nan,nan,
2016-01-17 06:59:59,5023,5023,0,4066,557,90,40,nan,nan,270,0,nan,nan,
2016-01-17 06:00:00,4555,4555,0,3924,235,91,35,nan,nan,270,0,nan,nan,
2016-01-17 05:00:00,4187,4187,0,3599,192,91,35,nan,nan,270,0,nan,nan,
2016-01-17 03:59:59,3871,3871,0,3354,122,90,35,nan,nan,270,0,nan,nan,
2016-01-17 03:00:00,3932,3932,0,3395,142,90,35,nan,nan,270,0,nan,nan,
2016-01-17 02:00:00,4095,4095,0,3556,144,90,35,nan,nan,270,0,nan,nan,
2016-01-17 00:59:59,4311,4311,0,3731,184,91,35,nan,nan,270,0,nan,nan,
2016-01-17 00:00:00,4501,4501,0,3993,114,89,35,nan,nan,270,0,nan,nan,
2016-01-18 23:00:00,5032,5032,0,4224,328,85,46,nan,nan,349,0,nan,nan,
2016-01-18 21:59:59,5381,5381,0,4220,573,85,46,nan,nan,457,0,nan,nan,
2016-01-18 21:00:00,5926,5926,0,4217,1137,85,30,nan,nan,457,0,nan,nan,
2016-01-18 20:00:00,6611,6611,0,4229,1807,88,30,nan,nan,457,0,nan,nan,
2016-01-18 18:59:59,6768,6768,0,4239,1955,87,30,nan,nan,457,0,nan,nan,
2016-01-18 18:30:00,6913,6913,0,4287,2052,87,30,nan,nan,457,0,nan,nan,
2016-01-18 18:00:00,6946,6946,0,4621,2054,85,30,nan,nan,456,0,nan,nan,Evening_Peak
